x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
2.0627067821290757,-1.8006693202639783,-0.5634012377894781,-1.4792379292408897,1.0039292882210535,0.435353922700854,-1.774713018832227,-1.8299828439912562,-0.6720198169307992,-0.3434160029092215
1.3011379171055513,-1.2416141132826701,-0.0022007860851157492,-1.2072146081184665,1.0039292882210535,-1.3796092972781828,-1.774713018832227,-1.8299828439912562,-0.14797130148904097,0.38635467027004616
1.3011379171055513,-1.2416141132826701,-0.0022007860851157492,-1.2072146081184665,1.0039292882210535,-0.47212768728866444,-1.774713018832227,-1.8299828439912562,-0.08655162671136789,0.08184604405135884
1.3011379171055513,-1.2416141132826701,-0.0022007860851157492,-1.2072146081184665,1.0039292882210535,0.435353922700854,-1.774713018832227,-1.8299828439912562,-0.16084962039403683,0.05874538964856201
1.3011379171055513,-1.2416141132826701,-0.0022007860851157492,-1.2072146081184665,1.0039292882210535,1.3428355326903725,-1.774713018832227,-1.8299828439912562,-0.26288553171823564,0.5249585966868279
0.9203534845937886,-0.962086509792016,-0.5634012377894781,-0.6631679658736199,1.0039292882210535,-1.3796092972781828,-1.774713018832227,-1.8299828439912562,-0.28071705020207616,0.2834517552030415
0.9203534845937886,-0.962086509792016,-0.5634012377894781,-0.6631679658736199,1.0039292882210535,-0.47212768728866444,-1.774713018832227,-1.8299828439912562,-0.23613825399247484,-0.2762140991919939
0.9203534845937886,-0.962086509792016,-0.5634012377894781,-0.6631679658736199,1.0039292882210535,0.435353922700854,-1.774713018832227,-1.8299828439912562,-0.2965672888543789,-0.11660957786357866
0.9203534845937886,-0.962086509792016,-0.5634012377894781,-0.6631679658736199,1.0039292882210535,1.3428355326903725,-1.774713018832227,-1.8299828439912562,-0.39860320017857764,0.3433034507011973
0.5395690520820259,-0.682558906301362,-0.0022007860851157492,-0.6631679658736199,1.0039292882210535,-1.3796092972781828,-1.774713018832227,-1.8299828439912562,-0.5234238295654613,-0.08720874498729152
0.5395690520820259,-0.682558906301362,-0.0022007860851157492,-0.6631679658736199,1.0039292882210535,-0.47212768728866444,-1.774713018832227,-1.8299828439912562,-0.48776079259778027,-0.32976561621665934
0.5395690520820259,-0.682558906301362,-0.0022007860851157492,-0.6631679658736199,1.0039292882210535,0.435353922700854,-1.774713018832227,-1.8299828439912562,-0.5333302287231506,-0.36126650858410986
0.5395690520820259,-0.682558906301362,-0.0022007860851157492,-0.6631679658736199,1.0039292882210535,1.3428355326903725,-1.774713018832227,-1.8299828439912562,-0.6294223005527356,0.034594705500183336
0.25398072769820484,-0.40303130281070787,0.5589996656192466,-0.6631679658736199,1.0039292882210535,-1.3796092972781828,-1.774713018832227,-1.8299828439912562,0.6128401538214889,1.3786327798447329
